Ticker,Company,Sector
OVV,OVINTIV INC,Energy
JAZZ,JAZZ PHARMACEUTICALS PLC,Health Care
USFD,US FOODS HOLDING CORP,Consumer Staples
XRAY,DENTSPLY SIRONA INC,Health Care
RGLD,ROYAL GOLD INC,Materials
TPL,TEXAS PACIFIC LAND CORP,Energy
FBIN,FORTUNE BRANDS INNOVATIONS INC,Industrials
LAMR,LAMAR ADVERTISING COMPANY CLAS,Real Estate
HAS,HASBRO INC,Consumer Discretionary
BIO,BIO RAD LABORATORIES INC CLASS A,Health Care
APLS,APELLIS PHARMACEUTICALS INC,Health Care
RNR,RENAISSANCERE HOLDING LTD,Financials
AFG,AMERICAN FINANCIAL GROUP INC,Financials
DCI,DONALDSON INC,Industrials
HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials
TW,TRADEWEB MARKETS INC CLASS A,Financials
THC,TENET HEALTHCARE CORP,Health Care
CHE,CHEMED CORP,Health Care
MSFUT,CASH COLLATERAL MSFUT USD,Cash and/or Derivatives
ALLY,ALLY FINANCIAL INC,Financials
KBR,KBR INC,Industrials
COLD,AMERICOLD REALTY INC TRUST,Real Estate
EME,EMCOR GROUP INC,Industrials
PARA,PARAMOUNT GLOBAL CLASS B,Communication
MIDD,MIDDLEBY CORP,Industrials
NRG,NRG ENERGY INC,Utilities
MASI,MASIMO CORP,Health Care
BXP,BOSTON PROPERTIES REIT INC,Real Estate
TTEK,TETRA TECH INC,Industrials
RIVN,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary
WEX,WEX INC,Financials
IRDM,IRIDIUM COMMUNICATIONS INC,Communication
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,Financials
ATR,APTARGROUP INC,Materials
CLF,CLEVELAND CLIFFS INC,Materials
LEA,LEAR CORP,Consumer Discretionary
GPK,GRAPHIC PACKAGING HOLDING,Materials
NNN,NNN REIT INC,Real Estate
SMCI,SUPER MICRO COMPUTER INC,Information Technology
BRKR,BRUKER CORP,Health Care
DKS,DICKS SPORTING INC,Consumer Discretionary
TXRH,TEXAS ROADHOUSE INC,Consumer Discretionary
GNRC,GENERAC HOLDINGS INC,Industrials
NYCB,NEW YORK COMMUNITY BANCORP INC,Financials
NVCR,NOVOCURE LTD,Health Care
WSM,WILLIAMS SONOMA INC,Consumer Discretionary
NATI,NATIONAL INSTRUMENTS CORP,Information Technology
Z,ZILLOW GROUP INC CLASS C,Real Estate
RHI,ROBERT HALF,Industrials
BERY,BERRY GLOBAL GROUP INC,Materials
U,UNITY SOFTWARE INC,Information Technology
WRK,WESTROCK,Materials
RRC,RANGE RESOURCES CORP,Energy
HR,HEALTHCARE REALTY TRUST INC CLASS,Real Estate
PSTG,PURE STORAGE INC CLASS A,Information Technology
OGE,OGE ENERGY CORP,Utilities
INGR,INGREDION INC,Consumer Staples
PCTY,PAYLOCITY HOLDING CORP,Industrials
SAIA,SAIA INC,Industrials
NVT,NVENT ELECTRIC PLC,Industrials
WHR,WHIRLPOOL CORP,Consumer Discretionary
CFR,CULLEN FROST BANKERS INC,Financials
EWBC,EAST WEST BANCORP INC,Financials
GXO,GXO LOGISTICS INC,Industrials
AGCO,AGCO CORP,Industrials
NWSA,NEWS CORP CLASS A,Communication
CLH,CLEAN HARBORS INC,Industrials
CACI,CACI INTERNATIONAL INC CLASS A,Industrials
AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary
JLL,JONES LANG LASALLE INC,Real Estate
ORI,OLD REPUBLIC INTERNATIONAL CORP,Financials
ROKU,ROKU INC CLASS A,Communication
BEN,FRANKLIN RESOURCES INC,Financials
KNSL,KINSALE CAPITAL GROUP INC,Financials
ARW,ARROW ELECTRONICS INC,Information Technology
IVZ,INVESCO LTD,Financials
AIZ,ASSURANT INC,Financials
ACHC,ACADIA HEALTHCARE COMPANY INC,Health Care
FR,FIRST INDUSTRIAL REALTY TRUST INC,Real Estate
EGP,EASTGROUP PROPERTIES REIT INC,Real Estate
GWRE,GUIDEWIRE SOFTWARE INC,Information Technology
WWD,WOODWARD INC,Industrials
VVV,VALVOLINE INC,Consumer Discretionary
BLD,TOPBUILD CORP,Consumer Discretionary
LFUS,LITTELFUSE INC,Information Technology
ZI,ZOOMINFO TECHNOLOGIES INC,Communication
HEI,HEICO CORP,Industrials
ITT,ITT INC,Industrials
TOST,TOAST INC CLASS A,Financials
LNTH,LANTHEUS HOLDINGS INC,Health Care
TOL,TOLL BROTHERS INC,Consumer Discretionary
RXDX,PROMETHEUS BIOSCIENCES INC,Health Care
PRI,PRIMERICA INC,Financials
OHI,OMEGA HEALTHCARE INVESTORS REIT IN,Real Estate
SKX,SKECHERS USA INC CLASS A,Consumer Discretionary
CIEN,CIENA CORP,Information Technology
ALV,AUTOLIV INC,Consumer Discretionary
AR,ANTERO RESOURCES CORP,Energy
CTLT,CATALENT INC,Health Care
SITE,SITEONE LANDSCAPE SUPPLY INC,Industrials
OLED,UNIVERSAL DISPLAY CORP,Information Technology
VOYA,VOYA FINANCIAL INC,Financials
EXEL,EXELIXIS INC,Health Care
CROX,CROCS INC,Consumer Discretionary
OLN,OLIN CORP,Materials
AA,ALCOA CORP,Materials
RBC,RBC BEARINGS INC,Industrials
AXTA,AXALTA COATING SYSTEMS LTD,Materials
WBS,WEBSTER FINANCIAL CORP,Financials
LSTR,LANDSTAR SYSTEM INC,Industrials
KRTX,KARUNA THERAPEUTICS INC,Health Care
GNTX,GENTEX CORP,Consumer Discretionary
MAT,MATTEL INC,Consumer Discretionary
VFC,VF CORP,Consumer Discretionary
FTI,TECHNIPFMC PLC,Energy
ST,SENSATA TECHNOLOGIES HOLDING PLC,Industrials
SMAR,SMARTSHEET INC CLASS A,Information Technology
G,GENPACT LTD,Industrials
FRT,FEDERAL REALTY INVESTMENT TRUST RE,Real Estate
RMBS,RAMBUS INC,Information Technology
PDCE,PDC ENERGY INC,Energy
SF,STIFEL FINANCIAL CORP,Financials
CW,CURTISS WRIGHT CORP,Industrials
SIGI,SELECTIVE INSURANCE GROUP INC,Financials
TPX,TEMPUR SEALY INTERNATIONAL INC,Consumer Discretionary
LAD,LITHIA MOTORS INC,Consumer Discretionary
FCN,FTI CONSULTING INC,Industrials
TREX,TREX INC,Industrials
NOV,NOV INC,Energy
EHC,ENCOMPASS HEALTH CORP,Health Care
GME,GAMESTOP CORP CLASS A,Consumer Discretionary
NYT,NEW YORK TIMES CLASS A,Communication
DINO,HF SINCLAIR CORP,Energy
EXP,EAGLE MATERIALS INC,Materials
MDU,MDU RESOURCES GROUP INC,Industrials
BRX,BRIXMOR PROPERTY GROUP REIT INC,Real Estate
AGL,AGILON HEALTH,Health Care
HXL,HEXCEL CORP,Industrials
WING,WINGSTOP INC,Consumer Discretionary
SEE,SEALED AIR CORP,Materials
PATH,UIPATH INC CLASS A,Information Technology
EEFT,EURONET WORLDWIDE INC,Financials
UGI,UGI CORP,Utilities
CHRD,CHORD ENERGY CORP,Energy
CG,CARLYLE GROUP INC,Financials
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Consumer Discretionary
NTNX,NUTANIX INC CLASS A,Information Technology
SON,SONOCO PRODUCTS,Materials
WH,WYNDHAM HOTELS RESORTS INC,Consumer Discretionary
STAG,STAG INDUSTRIAL REIT INC,Real Estate
WMS,ADVANCED DRAINAGE SYSTEMS INC,Industrials
SEIC,SEI INVESTMENTS,Financials
NXST,NEXSTAR MEDIA GROUP INC,Communication
FHN,FIRST HORIZON CORP,Financials
NOVT,NOVANTA INC,Information Technology
WCC,WESCO INTERNATIONAL INC,Industrials
NTRA,NATERA INC,Health Care
VMI,VALMONT INDS INC,Industrials
WOLF,WOLFSPEED INC,Information Technology
IONS,IONIS PHARMACEUTICALS INC,Health Care
ERIE,ERIE INDEMNITY CLASS A,Financials
SWN,SOUTHWESTERN ENERGY,Energy
DBX,DROPBOX INC CLASS A,Information Technology
SPSC,SPS COMMERCE INC,Information Technology
BWXT,BWX TECHNOLOGIES INC,Industrials
LNW,LIGHT WONDER INC,Consumer Discretionary
UNVR,UNIVAR SOLUTIONS INC,Industrials
AQUA,EVOQUA WATER TECHNOLOGIES CORP,Industrials
NVST,ENVISTA HOLDINGS CORP,Health Care
MTZ,MASTEC INC,Industrials
FAF,FIRST AMERICAN FINANCIAL CORP,Financials
JEF,JEFFERIES FINANCIAL GROUP INC,Financials
PB,PROSPERITY BANCSHARES INC,Financials
PLNT,PLANET FITNESS INC CLASS A,Consumer Discretionary
DXC,DXC TECHNOLOGY,Information Technology
ALK,ALASKA AIR GROUP INC,Industrials
PII,POLARIS INDUSTRIES INC,Consumer Discretionary
TXG,10X GENOMICS INC CLASS A,Health Care
ADC,AGREE REALTY REIT CORP,Real Estate
CBSH,COMMERCE BANCSHARES INC,Financials
DVA,DAVITA INC,Health Care
BC,BRUNSWICK CORP,Consumer Discretionary
SSD,SIMPSON MANUFACTURING INC,Industrials
MUR,MURPHY OIL CORP,Energy
IDA,IDACORP INC,Utilities
PVH,PVH CORP,Consumer Discretionary
STWD,STARWOOD PROPERTY TRUST REIT INC,Financials
SRC,SPIRIT REALTY CAPITAL REIT INC,Real Estate
CHX,CHAMPIONX CORP,Energy
ITCI,INTRA CELLULAR THERAPIES INC,Health Care
CRSP,CRISPR THERAPEUTICS AG,Health Care
FIX,COMFORT SYSTEMS USA INC,Industrials
CMA,COMERICA INC,Financials
MEDP,MEDPACE HOLDINGS INC,Health Care
H,HYATT HOTELS CORP CLASS A,Consumer Discretionary
XPO,XPO INC,Industrials
CMC,COMMERCIAL METALS,Materials
AIRC,APARTMENT INCOME REIT CORP,Real Estate
SAIC,SCIENCE APPLICATIONS INTERNATIONAL,Industrials
MSA,MSA SAFETY INC,Industrials
ENSG,ENSIGN GROUP INC,Health Care
MTDR,MATADOR RESOURCES,Energy
UHALB,U HAUL NON VOTING SERIES N,Industrials
EXLS,EXLSERVICE HOLDINGS INC,Industrials
RLI,RLI CORP,Financials
OGN,ORGANON,Health Care
BYD,BOYD GAMING CORP,Consumer Discretionary
AGNC,AGNC INVESTMENT REIT CORP,Financials
FLO,FLOWERS FOODS INC,Consumer Staples
BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS I,Consumer Discretionary
AYI,ACUITY BRANDS INC,Industrials
CELH,CELSIUS HOLDINGS INC,Consumer Staples
MKSI,MKS INSTRUMENTS INC,Information Technology
GTLS,CHART INDUSTRIES INC,Industrials
MUSA,MURPHY USA INC,Consumer Discretionary
POWI,POWER INTEGRATIONS INC,Information Technology
AMG,AFFILIATED MANAGERS GROUP INC,Financials
VRT,VERTIV HOLDINGS CLASS A,Industrials
MHK,MOHAWK INDUSTRIES INC,Consumer Discretionary
RHP,RYMAN HOSPITALITY PROPERTIES REIT,Real Estate
ORA,ORMAT TECH INC,Utilities
SSB,SOUTHSTATE CORP,Financials
UFPI,UFP INDUSTRIES INC,Industrials
NEWR,NEW RELIC INC,Information Technology
IAC,IAC INC,Communication
ESTC,ELASTIC NV,Information Technology
LCID,LUCID GROUP INC,Consumer Discretionary
MORN,MORNINGSTAR INC,Financials
ONTO,ONTO INNOVATION INC,Information Technology
X,US STEEL CORP,Materials
AIT,APPLIED INDUSTRIAL TECHNOLOGIES IN,Industrials
AZPN,ASPEN TECHNOLOGY INC,Information Technology
ALKS,ALKERMES,Health Care
ATI,ATI INC,Materials
OSK,OSHKOSH CORP,Industrials
BRBR,BELLRING BRANDS INC,Consumer Staples
MMS,MAXIMUS INC,Industrials
RH,RH,Consumer Discretionary
CPRI,CAPRI HOLDINGS LTD,Consumer Discretionary
WTFC,WINTRUST FINANCIAL CORP,Financials
HQY,HEALTHEQUITY INC,Health Care
DLB,DOLBY LABORATORIES INC CLASS A,Information Technology
APG,API GROUP CORP,Industrials
MMSI,MERIT MEDICAL SYSTEMS INC,Health Care
EXPO,EXPONENT INC,Industrials
HUN,HUNTSMAN CORP,Materials
QDEL,QUIDELORTHO CORP,Health Care
NFG,NATIONAL FUEL GAS,Utilities
ESNT,ESSENT GROUP LTD,Financials
FLS,FLOWSERVE CORP,Industrials
MPW,MEDICAL PROPERTIES TRUST REIT INC,Real Estate
CWST,CASELLA WASTE SYSTEMS INC CLASS A,Industrials
NJR,NEW JERSEY RESOURCES CORP,Utilities
KRG,KITE REALTY GROUP TRUST REIT,Real Estate
TKR,TIMKEN,Industrials
VAC,MARRIOTT VACATIONS WORLDWIDE CORP,Consumer Discretionary
HALO,HALOZYME THERAPEUTICS INC,Health Care
COLB,COLUMBIA BANKING SYSTEM INC,Financials
ATKR,ATKORE INC,Industrials
ISEE,IVERIC BIO INC,Health Care
ACLS,AXCELIS TECHNOLOGIES INC,Information Technology
TRTN,TRITON INTERNATIONAL LTD,Industrials
VNT,VONTIER CORP,Information Technology
OPCH,OPTION CARE HEALTH INC,Health Care
TMHC,TAYLOR MORRISON HOME CORP,Consumer Discretionary
PLUG,PLUG POWER INC,Industrials
DEN,DENBURY INC,Energy
DTM,DT MIDSTREAM INC,Energy
OMF,ONEMAIN HOLDINGS INC,Financials
LBTYK,LIBERTY GLOBAL PLC CLASS C,Communication
PRGO,PERRIGO PLC,Health Care
TDC,TERADATA CORP,Information Technology
SLAB,SILICON LABORATORIES INC,Information Technology
HRB,H&R BLOCK INC,Consumer Discretionary
KEX,KIRBY CORP,Industrials
POST,POST HOLDINGS INC,Consumer Staples
FIVN,FIVE9 INC,Information Technology
ABG,ASBURY AUTOMOTIVE GROUP INC,Consumer Discretionary
TENB,TENABLE HOLDINGS INC,Information Technology
MSM,MSC INDUSTRIAL INC CLASS A,Industrials
ASH,ASHLAND INC,Materials
HOOD,ROBINHOOD MARKETS INC CLASS A,Financials
RL,RALPH LAUREN CORP CLASS A,Consumer Discretionary
LSXMK,LIBERTY MEDIA LIBERTY SIRIUSXM COR,Communication
ALSN,ALLISON TRANSMISSION HOLDINGS INC,Industrials
MTG,MGIC INVESTMENT CORP,Financials
WTS,WATTS WATER TECHNOLOGIES INC CLASS,Industrials
DIOD,DIODES INC,Information Technology
CFLT,CONFLUENT INC CLASS A,Information Technology
AXS,AXIS CAPITAL HOLDINGS LTD,Financials
COHR,COHERENT CORP,Information Technology
HLI,HOULIHAN LOKEY INC CLASS A,Financials
LTHM,LIVENT CORP,Materials
LEG,LEGGETT & PLATT INC,Consumer Discretionary
GMED,GLOBUS MEDICAL INC CLASS A,Health Care
POR,PORTLAND GENERAL ELECTRIC,Utilities
PBF,PBF ENERGY INC CLASS A,Energy
CC,CHEMOURS,Materials
AN,AUTONATION INC,Consumer Discretionary
HAE,HAEMONETICS CORP,Health Care
PTCT,PTC THERAPEUTICS INC,Health Care
QLYS,QUALYS INC,Information Technology
LPX,LOUISIANA PACIFIC CORP,Materials
ZION,ZIONS BANCORPORATION,Financials
RYN,RAYONIER REIT INC,Real Estate
WK,WORKIVA INC CLASS A,Information Technology
ELF,ELF BEAUTY INC,Consumer Staples
PNM,PNM RESOURCES INC,Utilities
MTH,MERITAGE CORP,Consumer Discretionary
TRNO,TERRENO REALTY REIT CORP,Real Estate
OGS,ONE GAS INC,Utilities
SNV,SYNOVUS FINANCIAL CORP,Financials
SOFI,SOFI TECHNOLOGIES INC,Financials
SRCL,STERICYCLE INC,Industrials
TDOC,TELADOC HEALTH INC,Health Care
BPOP,POPULAR INC,Financials
MLI,MUELLER INDUSTRIES INC,Industrials
THO,THOR INDUSTRIES INC,Consumer Discretionary
PCVX,VAXCYTE INC,Health Care
HOG,HARLEY DAVIDSON INC,Consumer Discretionary
ARWR,ARROWHEAD PHARMACEUTICALS INC,Health Care
THG,HANOVER INSURANCE GROUP INC,Financials
CRUS,CIRRUS LOGIC INC,Information Technology
AMN,AMN HEALTHCARE INC,Health Care
ELAN,ELANCO ANIMAL HEALTH INC,Health Care
ASO,ACADEMY SPORTS AND OUTDOORS INC,Consumer Discretionary
FNB,FNB CORP,Financials
RIG,TRANSOCEAN LTD,Energy
SYNH,SYNEOS HEALTH INC CLASS A,Health Care
WWE,WORLD WRESTLING ENTERTAINMENT INC,Communication
BCPC,BALCHEM CORP,Materials
SHLS,SHOALS TECHNOLOGIES GROUP INC CLAS,Industrials
AL,AIR LEASE CORP CLASS A,Industrials
TGTX,TG THERAPEUTICS INC,Health Care
OZK,BANK OZK,Financials
ESI,ELEMENT SOLUTIONS INC,Materials
FOXF,FOX FACTORY HOLDING CORP,Consumer Discretionary
S,SENTINELONE INC CLASS A,Information Technology
PCOR,PROCORE TECHNOLOGIES INC,Information Technology
RDN,RADIAN GROUP INC,Financials
LANC,LANCASTER COLONY CORP,Consumer Staples
WAL,WESTERN ALLIANCE,Financials
BMI,BADGER METER INC,Information Technology
GATX,GATX CORP,Industrials
BKH,BLACK HILLS CORP,Utilities
GT,GOODYEAR TIRE & RUBBER,Consumer Discretionary
CAR,AVIS BUDGET GROUP INC,Industrials
HOMB,HOME BANCSHARES INC,Financials
M,MACYS INC,Consumer Discretionary
COTY,COTY INC CLASS A,Consumer Staples
UBSI,UNITED BANKSHARES INC,Financials
IRTC,IRHYTHM TECHNOLOGIES INC,Health Care
BOX,BOX INC CLASS A,Information Technology
CBT,CABOT CORP,Materials
PNFP,PINNACLE FINANCIAL PARTNERS INC,Financials
DUOL,DUOLINGO INC CLASS A,Consumer Discretionary
CNXC,CONCENTRIX CORP,Industrials
EDR,ENDEAVOR GROUP HOLDINGS INC CLASS,Communication
AJRD,AEROJET ROCKETDYNE HOLDINGS INC,Industrials
FLR,FLUOR CORP,Industrials
SLGN,SILGAN HOLDINGS INC,Materials
EVR,EVERCORE INC CLASS A,Financials
VC,VISTEON CORP,Consumer Discretionary
OWL,BLUE OWL CAPITAL INC CLASS A,Financials
WLK,WESTLAKE CORP,Materials
IPGP,IPG PHOTONICS CORP,Information Technology
WFRD,WEATHERFORD INTERNATIONAL PLC,Energy
PENN,PENN ENTERTAINMENT INC,Consumer Discretionary
HE,HAWAIIAN ELECTRIC INDUSTRIES INC,Utilities
RITM,RITHM CAPITAL CORP,Financials
FOX,FOX CORP CLASS B,Communication
CYTK,CYTOKINETICS INC,Health Care
SUM,SUMMIT MATERIALS INC CLASS A,Materials
WEN,WENDYS,Consumer Discretionary
R,RYDER SYSTEM INC,Industrials
SNX,TD SYNNEX CORP,Information Technology
SLM,SLM CORP,Financials
NSIT,INSIGHT ENTERPRISES INC,Information Technology
ALE,ALLETE INC,Utilities
NSP,INSPERITY INC,Industrials
ICUI,ICU MEDICAL INC,Health Care
SFM,SPROUTS FARMERS MARKET INC,Consumer Staples
AAON,AAON INC,Industrials
DOCS,DOXIMITY INC CLASS A,Health Care
BDC,BELDEN INC,Information Technology
AVT,AVNET INC,Information Technology
FCFS,FIRSTCASH HOLDINGS INC,Financials
MAN,MANPOWER INC,Industrials
NE,NOBLE CORPORATION PLC,Energy
OLLI,OLLIES BARGAIN OUTLET HOLDINGS INC,Consumer Discretionary
ONB,OLD NATIONAL BANCORP,Financials
VAL,VALARIS LTD,Energy
PCH,POTLATCHDELTIC CORP,Real Estate
ESGR,ENSTAR GROUP LTD,Financials
WU,WESTERN UNION,Financials
FUL,HB FULLER,Materials
EPRT,ESSENTIAL PROPERTIES REALTY TRUST,Real Estate
SM,SM ENERGY,Energy
GBCI,GLACIER BANCORP INC,Financials
TGNA,TEGNA INC,Communication
ALTR,ALTAIR ENGINEERING INC CLASS A,Information Technology
IRT,INDEPENDENCE REALTY INC TRUST,Real Estate
RYAN,RYAN SPECIALTY HOLDINGS INC CLASS,Financials
SWX,SOUTHWEST GAS HOLDINGS INC,Utilities
MDGL,MADRIGAL PHARMACEUTICALS INC,Health Care
CNMD,CONMED CORP,Health Care
VSAT,VIASAT INC,Information Technology
ENS,ENERSYS,Industrials
SYNA,SYNAPTICS INC,Information Technology
NTLA,INTELLIA THERAPEUTICS INC,Health Care
KBH,KB HOME,Consumer Discretionary
AVNT,AVIENT CORP,Materials
NEOG,NEOGEN CORP,Health Care
FYBR,FRONTIER COMMUNICATIONS PARENT INC,Communication
FFIN,FIRST FINANCIAL BANKSHARES INC,Financials
BPMC,BLUEPRINT MEDICINES CORP,Health Care
FELE,FRANKLIN ELECTRIC INC,Industrials
ITRI,ITRON INC,Information Technology
CIVI,CIVITAS RESOURCES INC,Energy
IART,INTEGRA LIFESCIENCES HOLDINGS CORP,Health Care
HGV,HILTON GRAND VACATIONS INC,Consumer Discretionary
BFA,BROWN FORMAN CORP CLASS A,Consumer Staples
CR WI,CRANE WHEN ISSUED,Industrials
FOUR,SHIFT4 PAYMENTS INC CLASS A,Financials
JHG,JANUS HENDERSON GROUP PLC,Financials
HI,HILLENBRAND INC,Industrials
RARE,ULTRAGENYX PHARMACEUTICAL INC,Health Care
SR,SPIRE INC,Utilities
HP,HELMERICH & PAYNE INC,Energy
CABO,CABLE ONE INC,Communication
SPXC,SPX TECHNOLOGIES CORP,Industrials
ASGN,ASGN INC,Industrials
WTM,WHITE MOUNTAINS INSURANCE GROUP LT,Financials
FN,FABRINET,Information Technology
JBT,JOHN BEAN TECHNOLOGIES CORP,Industrials
SKY,SKYLINE CHAMPION CORP,Consumer Discretionary
ARRY,ARRAY TECHNOLOGIES INC,Industrials
DNLI,DENALI THERAPEUTICS INC,Health Care
TWNK,HOSTESS BRANDS INC CLASS A,Consumer Staples
RUN,SUNRUN INC,Industrials
EPR,EPR PROPERTIES REIT,Real Estate
TNET,TRINET GROUP INCINARY,Industrials
FSS,FEDERAL SIGNAL CORP,Industrials
BLKB,BLACKBAUD INC,Information Technology
AM,ANTERO MIDSTREAM CORP,Energy
GH,GUARDANT HEALTH INC,Health Care
AEIS,ADVANCED ENERGY INDUSTRIES INC,Information Technology
OI,O I GLASS INC,Materials
ADNT,ADIENT PLC,Consumer Discretionary
CLVT,CLARIVATE PLC,Industrials
ZWS,ZURN ELKAY WATER SOLUTIONS CORP,Industrials
PAG,PENSKE AUTOMOTIVE GROUP VOTING INC,Consumer Discretionary
YETI,YETI HOLDINGS INC,Consumer Discretionary
MGY,MAGNOLIA OIL GAS CORP CLASS A,Energy
NWL,NEWELL BRANDS INC,Consumer Discretionary
NSA,NATIONAL STORAGE AFFILIATES TRUST,Real Estate
LAZ,LAZARD LTD CLASS A,Financials
LNC,LINCOLN NATIONAL CORP,Financials
BECN,BEACON ROOFING SUPPLY INC,Industrials
SXT,SENSIENT TECHNOLOGIES CORP,Materials
LITE,LUMENTUM HOLDINGS INC,Information Technology
SIG,SIGNET JEWELERS LTD,Consumer Discretionary
PECO,PHILLIPS EDISON AND COMPANY INC,Real Estate
AWR,AMERICAN STATES WATER,Utilities
TEX,TEREX CORP,Industrials
NCR,NCR CORP,Information Technology
NWE,NORTHWESTERN CORP,Utilities
SPB,SPECTRUM BRANDS HOLDINGS INC,Consumer Staples
TNL,TRAVEL LEISURE,Consumer Discretionary
AGO,ASSURED GUARANTY LTD,Financials
COOP,MR COOPER GROUP INC,Financials
ACI,ALBERTSONS COMPANY INC CLASS A,Consumer Staples
PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care
CVLT,COMMVAULT SYSTEMS INC,Information Technology
VLY,VALLEY NATIONAL,Financials
VSH,VISHAY INTERTECHNOLOGY INC,Information Technology
STAA,STAAR SURGICAL,Health Care
OMCL,OMNICELL INC,Health Care
GKOS,GLAUKOS CORP,Health Care
GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary
LOPE,GRAND CANYON EDUCATION INC,Consumer Discretionary
OTTR,OTTER TAIL CORP,Utilities
FOLD,AMICUS THERAPEUTICS INC,Health Care
PINC,PREMIER INC CLASS A,Health Care
ACA,ARCOSA INC,Industrials
DV,DOUBLEVERIFY HOLDINGS INC,Information Technology
BCO,BRINKS,Industrials
FRPT,FRESHPET INC,Consumer Staples
MSGS,MADISON SQUARE GARDEN SPORTS CORP,Communication
APLE,APPLE HOSPITALITY REIT INC,Real Estate
PK,PARK HOTELS RESORTS INC,Real Estate
AFRM,AFFIRM HOLDINGS INC CLASS A,Financials
HL,HECLA MINING,Materials
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,Information Technology
INSM,INSMED INC,Health Care
AZTA,AZENTA INC,Health Care
AIN,ALBANY INTERNATIONAL CORP CLASS A,Industrials
DOC,PHYSICIANS REALTY TRUST REIT,Real Estate
B,BARNES GROUP INC,Industrials
COKE,COCA COLA CONSOLIDATED INC,Consumer Staples
NARI,INARI MEDICAL INC,Health Care
TPH,TRI POINTE HOMES INC,Consumer Discretionary
KOS,KOSMOS ENERGY LTD,Energy
PGNY,PROGYNY INC,Health Care
ESAB,ESAB CORP,Industrials
BXMT,BLACKSTONE MORTGAGE TRUST REIT CLA,Financials
FHI,FEDERATED HERMES INC CLASS B,Financials
SMPL,THE SIMPLY GOOD FOODS COMPANY,Consumer Staples
WDFC,WD-40,Consumer Staples
CWT,CALIFORNIA WATER SERVICE GROUP,Utilities
WMG,WARNER MUSIC GROUP CORP CLASS A,Communication
CHH,CHOICE HOTELS INTERNATIONAL INC,Consumer Discretionary
WIRE,ENCORE WIRE CORP,Industrials
ABM,ABM INDUSTRIES INC,Industrials
PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,Health Care
HWC,HANCOCK WHITNEY CORP,Financials
SAM,BOSTON BEER INC CLASS A,Consumer Staples
FOCS,FOCUS FINANCIAL PARTNERS INC CLASS,Financials
BHF,BRIGHTHOUSE FINANCIAL INC,Financials
BL,BLACKLINE INC,Information Technology
CHWY,CHEWY INC CLASS A,Consumer Discretionary
AVAV,AEROVIRONMENT INC,Industrials
SMG,SCOTTS MIRACLE GRO,Materials
CRC,CALIFORNIA RESOURCES CORP,Energy
JBLU,JETBLUE AIRWAYS CORP,Industrials
KWR,QUAKER CHEMICAL CORP,Materials
ENOV,ENOVIS CORP,Health Care
EVH,EVOLENT HEALTH INC CLASS A,Health Care
APP,APPLOVIN CORP CLASS A,Information Technology
CUZ,COUSINS PROPERTIES REIT INC,Real Estate
BCC,BOISE CASCADE,Industrials
KRC,KILROY REALTY REIT CORP,Real Estate
ITGR,INTEGER HOLDINGS CORP,Health Care
PRTA,PROTHENA PLC,Health Care
LBTYA,LIBERTY GLOBAL PLC CLASS A,Communication
ZD,ZIFF DAVIS INC,Communication
LCII,LCI INDUSTRIES,Consumer Discretionary
HCP,HASHICORP INC CLASS A,Information Technology
ALIT,ALIGHT INC CLASS A,Industrials
AMBA,AMBARELLA INC,Information Technology
ACAD,ACADIA PHARMACEUTICALS INC,Health Care
KLIC,KULICKE AND SOFFA INDUSTRIES INC,Information Technology
SANM,SANMINA CORP,Information Technology
FTAI,FTAI AVIATION LTD,Industrials
BNL,BROADSTONE NET LEASE INC,Real Estate
CNX,CNX RESOURCES CORP,Energy
AVA,AVISTA CORP,Utilities
AWI,ARMSTRONG WORLD INDUSTRIES INC,Industrials
GMS,GMS INC,Industrials
DY,DYCOM INDUSTRIES INC,Industrials
SEM,SELECT MEDICAL HOLDINGS CORP,Health Care
SXI,STANDEX INTERNATIONAL CORP,Industrials
GO,GROCERY OUTLET HOLDING CORP,Consumer Staples
MSTR,MICROSTRATEGY INC CLASS A,Information Technology
MOGA,MOOG INC CLASS A,Industrials
KMPR,KEMPER CORP,Financials
AGR,AVANGRID INC,Utilities
CNO,CNO FINANCIAL GROUP INC,Financials
IMGN,IMMUNOGEN INC,Health Care
HTZ,HERTZ GLOBAL HLDGS INC,Industrials
AXNX,AXONICS INC,Health Care
TCBI,TEXAS CAPITAL BANCSHARES INC,Financials
SPR,SPIRIT AEROSYSTEMS INC CLASS A,Industrials
COLM,COLUMBIA SPORTSWEAR,Consumer Discretionary
PRFT,PERFICIENT INC,Information Technology
ALRM,ALARM.COM HOLDINGS INC,Information Technology
VRNS,VARONIS SYSTEMS INC,Information Technology
ROG,ROGERS CORP,Information Technology
